y_true,y_pred_proba
0,0.0009789623
0,9.129268e-05
0,4.759762e-06
0,0.00048164028
0,6.003775e-05
0,0.00080352643
0,1.4391942e-07
0,3.4630157e-05
0,4.5392975e-05
0,0.65348744
0,0.0002415769
0,0.0029228881
0,8.3073995e-05
0,2.2158856e-08
0,0.0012144494
0,0.00013935634
0,1.0765413e-07
0,0.1884032
0,0.0010047508
0,0.0006126238
0,2.312512e-06
0,2.788439e-08
0,0.98701596
0,2.7322415e-09
0,0.00032128
1,0.99998295
1,0.99954885
1,0.9999404
1,1.0
1,0.055485144
1,0.40215912
1,0.0012492125
1,1.946251e-05
1,0.0011803646
1,0.9999908
1,0.997677
1,0.99995124
1,0.9994795
1,0.9976428
1,0.40359172
1,0.9475727
1,0.044985134
1,0.9999871
1,0.99996316
1,0.944161
1,0.99995434
1,0.99999976
1,0.9999994
1,0.002006412
1,0.47310475
0,1.2262982e-05
0,0.4114329
0,0.003974916
0,3.416189e-05
0,0.38237774
0,0.35609215
0,0.000111539535
0,0.0035748784
0,0.0008433849
0,0.0014805207
0,0.0014667145
0,0.008252827
0,0.00033175712
0,5.994495e-06
0,2.329334e-06
0,0.60360426
0,0.9641445
0,0.06642371
0,1.0269564e-05
0,0.010164566
0,2.5923066e-07
0,7.2431826e-06
0,0.00653453
0,0.00061130564
0,0.013852016
0,6.5713575e-05
0,0.0058401437
0,0.0010991576
0,2.3485522e-06
0,6.317459e-05
0,1.0111402e-05
0,0.38841766
0,0.10480758
0,0.94671655
0,8.413969e-06
0,0.07758098
0,0.0018438683
0,1.5368931e-06
0,0.0004724064
0,7.850478e-05
0,0.00019566929
0,0.002001778
0,0.00033217296
0,6.9682415e-06
0,0.00048550853
0,0.9995851
0,6.155241e-06
0,0.0017061058
0,0.0002773627
0,1.0542796e-05
0,2.9828987e-05
0,4.7257847e-05
0,0.00019146709
0,2.214131e-05
0,0.0045961603
0,0.002263957
0,0.958812
0,0.10797597
0,1.1361602e-05
0,1.0273768e-06
0,2.2571547e-07
0,0.0010035832
0,4.1279086e-06
0,0.09054255
0,0.14328654
0,0.056563817
0,0.0007183309
0,1.2874762e-07
0,2.730902e-07
0,0.00058910716
0,1.3945694e-06
0,4.5344964e-06
0,0.0003055385
0,0.05035017
0,9.11897e-06
0,0.957617
0,0.0090633845
0,0.03856603
0,2.365425e-05
0,2.140725e-05
0,0.00014479195
0,2.2298136e-05
0,3.3609766e-07
0,0.00094334834
0,0.051994473
0,0.9813663
0,1.2019652e-05
0,0.01609801
0,0.014341255
0,1.1544322e-06
0,0.00024059882
0,6.132851e-05
0,0.0006713319
0,0.0008686226
0,0.90316164
0,6.242042e-05
0,6.5235156e-07
0,6.706082e-08
0,5.478626e-06
0,0.9269885
0,7.334442e-06
0,0.001967297
0,3.0230885e-06
0,4.1729477e-06
0,1.5082949e-05
0,0.4535028
0,0.009081818
0,1.4413343e-05
0,0.0013454547
0,9.760942e-05
0,0.0006803222
0,9.0881134e-05
0,0.0030843797
0,0.035481304
0,0.00012558863
0,4.60225e-07
0,0.0006078453
0,0.0024370246
0,1.8817042e-05
0,0.012961746
0,1.1803992e-07
0,1.7207017e-06
0,0.09930546
0,0.002610469
0,0.0003256925
0,0.0285023
0,1.3388683e-06
0,0.008287169
0,0.0015938607
0,0.000117479125
0,0.0005308216
0,0.00026180962
0,0.0073566167
0,8.874771e-07
0,0.95078975
0,0.12585549
0,0.00040616462
0,0.0059692883
0,1.9887479e-05
0,0.3055471
0,0.0005347135
0,4.7902373e-05
0,1.1654244e-06
0,0.020777894
0,0.00035344128
0,6.906181e-05
0,0.00046291322
0,9.306079e-05
0,0.060733993
0,0.0028931524
0,4.9379207e-05
0,0.039476164
0,0.00018747967
0,0.0017093957
0,0.009850214
0,0.0003418921
0,0.00013754613
0,0.010623634
0,7.721301e-05
0,9.169961e-06
0,0.00014201022
0,0.9750649
0,7.377579e-05
0,0.0004452806
0,0.00039521465
0,0.14997627
0,0.028182935
0,1.50515225e-05
0,0.00296941
0,5.6329363e-06
0,6.504844e-05
0,9.4720616e-07
0,0.0004213467
0,8.9770285e-05
0,0.015985915
0,3.8530476e-07
0,0.057199333
0,0.728302
0,2.6023633e-06
0,0.14800204
0,0.00012734019
0,0.008674152
0,0.14286278
0,0.25056896
0,1.0480024e-05
0,0.0073122415
0,0.013597747
0,0.0004959752
0,0.5064412
0,0.009822604
0,0.9853115
0,0.00080766785
0,0.00058058405
0,0.0015877563
0,9.116887e-08
0,0.057407826
0,0.056884494
0,0.96443397
0,0.00038133844
0,7.2409807e-06
0,0.00015439739
0,0.00010515527
0,4.8657685e-06
0,2.0261519e-08
0,2.7063034e-09
0,0.014314454
0,0.85139865
0,0.0006029144
0,0.0010354655
0,2.403483e-05
0,0.0028990335
0,7.66531e-06
0,0.996252
0,0.0012875373
0,4.2946354e-08
0,0.00062446465
0,0.20508139
0,1.9411216e-06
0,0.9839506
0,0.0006590029
0,0.00064493617
0,8.556074e-06
0,2.1409153e-07
0,2.4574867e-08
0,0.0059762923
1,0.99999976
1,0.0003586747
1,0.9992424
1,0.99989545
1,0.004595807
1,0.0019485728
1,0.9997669
1,0.9996735
1,0.9990533
1,0.58148086
1,0.6746348
1,0.9927713
1,0.97441214
1,0.9999987
1,0.9999888
1,0.3083032
1,0.9807525
1,0.9999999
1,0.9955841
1,0.0066515873
1,0.7632931
1,0.80067456
1,0.9999993
1,0.9703764
1,0.9995407
1,0.97124565
1,0.9971048
1,0.3869705
1,0.036957506
1,0.99997544
1,0.9999969
1,0.9971691
1,0.99998677
1,0.33892506
1,0.9997178
1,0.78147346
1,0.68661344
1,0.99936324
1,0.9124056
1,0.94312614
1,0.6490724
1,0.9920325
1,0.915723
1,0.99991274
1,0.9999896
1,0.99986553
1,0.9556166
1,0.9967949
1,0.9988651
1,0.98992133
1,0.92720705
1,0.97688794
1,0.9999975
1,0.3643239
1,0.9981951
1,0.44343776
1,0.9920765
1,0.9995647
1,0.1514728
1,0.999997
1,0.99949443
1,0.99107015
1,0.00029003058
1,0.9993766
1,0.03336796
1,0.9846881
1,0.0015372342
1,0.43721473
1,0.9990802
1,0.93536615
1,0.99911207
1,0.9242186
1,0.9999827
1,0.999997
1,0.00058191223
1,0.99960417
1,0.44048274
1,0.9704198
1,0.39073658
1,0.9983431
1,0.7612848
1,0.009785405
1,0.9997801
1,0.9998405
1,0.99985456
1,0.99247617
1,0.9984829
1,0.99996996
1,0.999841
1,0.99121714
1,0.9995623
1,0.9960819
1,0.9996432
1,0.9673382
1,0.009760722
1,0.58882856
1,0.9992718
1,0.98093283
1,0.9999913
1,0.9980932
1,0.9032699
1,0.9991436
1,0.9914295
1,0.9109069
1,0.9202238
1,0.9999968
1,0.998408
1,0.99999976
1,0.80476314
1,0.9997762
1,0.9998252
1,0.99999917
1,0.9999337
1,0.9965065
1,0.9985667
1,0.028787311
1,0.97930247
1,0.99603087
1,0.9993445
1,0.9605525
1,0.9999945
1,0.9984301
1,0.99999857
1,0.0004652902
1,0.9997422
1,0.60302365
1,0.1456314
1,1.0
1,0.001578843
1,0.98282903
1,0.99904746
1,0.9999975
1,0.99720335
1,0.002779948
1,0.9993826
1,0.996729
1,0.96260756
1,0.014588946
1,0.00043826192
1,0.99995553
1,0.020278554
1,0.9605054
1,0.9969024
1,0.654036
1,0.10922242
1,0.47535178
1,0.9999981
1,0.18961416
1,0.99907136
1,0.99968743
1,0.9986131
1,0.15586507
1,0.99999976
1,0.82536346
1,0.9999993
1,0.99790406
1,0.9969041
1,0.9096327
1,0.9800663
1,0.725565
1,0.0007443346
1,0.9639746
1,0.9972377
1,0.9999727
1,0.9999939
1,0.99998724
1,0.00021709932
1,0.98910904
1,7.702078e-05
1,0.3339192
1,0.99977654
1,0.0008435485
1,0.20569864
1,0.9998406
1,0.9996137
1,0.9999821
1,0.69789094
1,0.99858034
1,0.99984515
1,0.99274945
1,0.76381034
1,0.9445193
1,0.9989796
1,0.99896
1,0.999979
1,0.9538412
1,0.73156106
1,0.03084837
1,0.997059
1,0.99875295
1,0.9996871
1,0.007469367
1,0.998638
1,0.60869515
1,0.993469
1,0.99856997
1,0.9996879
1,0.9999747
1,0.95856076
1,0.97765416
1,0.9998036
1,0.99947304
1,0.9999993
1,0.99999905
1,0.99999
1,0.9997483
1,0.9999962
1,0.99999976
1,0.999856
1,0.99819714
1,0.9969638
1,0.99058986
1,0.99948186
1,0.2941425
1,0.0026732488
1,0.6986017
1,0.0007591561
1,0.0042115604
1,0.07077571
1,0.0024634067
1,0.99997437
1,0.99995923
1,0.9995432
1,0.0009650913
1,0.9994062
